ID	German_Source	DeepL_Output	GlossWerk_Output	Human_Reference	Changed	Preferred (DeepL/GlossWerk/Equal)	GW_Used_Correct_Term (Yes/No/NA)	Edits_Needed_DeepL (0-5)	Edits_Needed_GlossWerk (0-5)	DE_Term (if terminology issue)	Wrong_MT_Term	Correct_EN_Term	Notes
149	Wie in Figur 1 und 2 zu erkennen ist, ist das Axiallager 44 im Mittelbereich der Antriebswelle 6 angeordnet, d.h. es ist von den beiden Axialenden der Antriebswelle 6 beabstandet und näher zur axialen Mitte der Antriebswelle 6 gelegen als zu deren Axialenden.	As can be seen in Figures 1 and 2, the thrust bearing 44 is arranged in the central area of the drive shaft 6, i.e. it is spaced apart from the two axial ends of the drive shaft 6 and is located closer to the axial center of the drive shaft 6 than to its axial ends.	As can be seen in FIGS. 1 and 2, the thrust bearing 44 is arranged in the central region of the drive shaft 6, i.e. it is spaced apart from the two axial ends of the drive shaft 6 and is arranged closer to the axial center of the drive shaft 6 than to its axial ends.	As is to be recognized in FIGS. 1 and 2, the thrust bearing 44 is arranged in the middle region of the drive shaft 6, i.e. it is distanced from the two axial ends of the drive shaft 6 and is situated closer to the axial middle of the drive shaft 6 than to its axial ends.	Yes								
150	Sobald das Gehäuseteil 13 soweit in Richtung x1 bewegt ist, dass sich der vordere Bereich 42 nicht mehr in der Bewegungsbahn des Endbereichs 40 befindet (offene Position), kann das Halteteil 18 in Richtung u1 um die Schwenkachse a in die Wechselposition schwenken, die nicht dargestellt ist.	As soon as the housing part 13 has moved in direction x1 to such an extent that the front area 42 is no longer in the path of movement of the end area 40 (open position), the holding part 18 can pivot in direction u1 about the pivot axis a into the change position, which is not shown.	As soon as the housing part 13 has moved in the direction x 1 to such an extent that the front region 42 is no longer in the path of movement of the end region 40 (open position), the holding part 18 can pivot in the direction u 1 about the pivot axis a into the change position, which is not shown.	As soon as the movable housing insert 13 is moved in the direction x 1 so far that the front end 42 is no longer in the travel path of the second arm 40, the holding part 18 can pivot in the direction u 1 about the axis a into the replacement position shown in FIGS. 11 to 16 .	Yes								
151	Durch die stufenweise Zugabe von n-Butanal in der ersten Reaktionsstufe bei verminderter Reaktionstemperatur (40 °C) (Versuch 22) können für beide Produkte TMP (97,6%) und NPG (98,5%) hervorragende Selektivitäten erreicht werden.	The stepwise addition of n-butanal in the first reaction step at a reduced reaction temperature (40 °C) (experiment 22) resulted in excellent selectivities for both products TMP (97.6%) and NPG (98.5%).	The stepwise addition of n-butanal in the first reaction step at a reduced reaction temperature (40° C.) (Experiment 22) gave excellent selectivities for both products TMP (97.6%) and NPG (98.5%).	Through the stepwise addition of n-butanal in the first reaction stage at reduced reaction temperature (40° C.) (experiment 22), excellent selectivities can be achieved for the two TMP (97.6%) and NPG (98.5%) products.	Yes								
152	2 eine schematische Perspektivansicht von zwei Bauteilsegmenten des erfindungsgemäßen Bauteilsystems gemäß einer zweiten Ausführungsform.	2 a schematic perspective view of two component segments of the component system according to the invention according to a second embodiment.	2 shows a schematic perspective view of two component segments of the component system according to the invention according to a second embodiment.	2: shows a schematic perspective view of two component segments of the component system according to the present invention in accordance with a second specific embodiment.	Yes								
153	Gemäß einem zweiten Aspekt der vorliegenden Erfindung wird ein Verfahren zur Herstellung eines vertikalen Bipolartransistors angegeben, bei dem	According to a second aspect of the present invention, a method of manufacturing a vertical bipolar transistor is disclosed in which	According to a second aspect of the present invention, a method for producing a vertical bipolar transistor is disclosed in which	According to a second aspect of the present invention, a method for producing a vertical bipolar transistor is specified, in which	Yes								
154	Beispiel 25: Ein Acetatsatingewebe wird auf einem Färbeapparat bei einem Flottenverhältnis von 1:20 mit einem wässrigen Bad behandelt, welches 0,1%, bezogen auf das Warengewicht, der Verbindung der Formel (104), (201), (601) oder (702), 1 g/Liter des Kondensationsproduktes von 35 Mol Aethylenoxid mit 1 Mol Stearylalkohol und 0,5 ml/Liter Essigäsure 80% enthält.	Example 25: An acetate satin fabric is treated on a dyeing apparatus at a liquor ratio of 1:20 with an aqueous bath containing 0.1%, based on the weight of the fabric, of the compound of formula (104), (201), (601) or (702), 1 g/liter of the condensation product of 35 mol of ethylene oxide with 1 mol of stearyl alcohol and 0.5 ml/liter of acetic acid 80%.	EXAMPLE 25 An acetate satin fabric is treated on a dyeing apparatus at a liquor ratio of 1:20 with an aqueous bath containing 0.1%, based on the weight of the fabric, of the compound of the formula (104), (201), (601) or (702), 80% of the condensation product of 35 mol of ethylene oxide with 1 mol of stearyl alcohol and 0.5 ml/liter of acetic acid.	Acetate satin fabric is treated in a dyeing machine, at a liquor ratio of 1:20, with an aqueous bath which contains 0.1%, based on the weight of the fabric, of the compound of the formula (104), (201), (601) or (702), 1 g/liter of the condensation product of 35 moles of ethylene oxide and 1 mole of stearyl alcohol, and 0.5 ml/liter of 80% acetic acid.	Yes								
155	So können die beiden Filterwände mittels zweier vertikal voneinander beabstandeter Extrusionswerkzeuge parallel extrudiert werden, um auf diese Weise eine parallele Weiterverarbeitung der beiden Filterwände nach dem Extrusionsvorgang in einfacher Weise ausführen zu können.	This means that the two filter walls can be extruded in parallel using two vertically spaced extrusion tools in order to be able to easily carry out parallel further processing of the two filter walls after the extrusion process.	This means that the two filter walls can be extruded in parallel with the aid of two vertically spaced extrusion tools in order to be able to carry out further processing of the two filter walls in parallel without difficulty after the extrusion process.	In that way, the two filter walls can be extruded in parallel relationship by means of two extrusion tools which are vertically spaced from each other in that way to be able to implement further processing in parallel of the two filter walls after the extrusion operation, in a simple fashion.	Yes								
156	Nach dem Einschieben der Supports 8 in die zweiten und dritten Träger 9,10 und nach dem Verbinden der Supports 8 mit der Aufzugskabine 7 gemäß Fig.	After inserting the supports 8 into the second and third beams 9, 10 and after connecting the supports 8 to the elevator car 7 as shown in Fig.	After the supports 8 have been inserted into the second and third carriers 9, 10 and after the supports 8 have been connected to the elevator car 7, as shown in FIG.	After insertion of the supports 8 into the second and third beams 9, 10 and after connecting the supports 8 with the elevator cage 8 according to FIG.	Yes								
157	Ein isolierender Abschnitt 21 ist hier allerdings vertieft in einem entsprechenden Elektrodenteil 18 ausgebildet, so dass an dem Elektrodenteil 18 eine Aussparung 18c ausgebildet ist.	However, an insulating section 21 is recessed here in a corresponding electrode part 18, so that a recess 18c is formed on the electrode part 18.	Here, however, an insulating section 21 is recessed in a corresponding electrode part 18, so that a recess 18 c is formed on the electrode part 18 .	An insulating section 21 is configured here, however, to be sunk in a corresponding electrode part 18, so that a recess 18 c is formed on the electrode part 18 .	Yes								
158	Die Installation der Kabel oder Rohre soll einfach bleiben und durch Brandschutzmaßnahmen nicht behindert werden.	The installation of cables or pipes should remain simple and not be hindered by fire protection measures.	The installation of cables or pipes should remain simple and should not be impeded by fire protection measures.	The objective that is to be fulfilled is that the installation of cables or pipes should be simple and easy and should not be hampered by fire protection measures.	Yes								
159	Besonders bevorzugt wählt man Metallverbindung (F) aus Verbindungen von Ti, V, Cr, Mn, Co, Ni, Mg, Al, Nb, W, Mo, Cu und Zn, insbesondere aus Verbindungen von Sc, Ti, V, Mn, Ni und Co.	A metal compound (F) consisting of compounds of Ti, V, Cr, Mn, Co, Ni, Mg, Al, Nb, W, Mo, Cu and Zn is particularly preferred, especially compounds of Sc, Ti, V, Mn, Ni and Co.	Particular preference is given to a metal compound (F) consisting of compounds of Ti, V, Cr, Mn, Co, Ni, Mg, Al, Nb, W, Mo, Cu and Zn, particularly preferably compounds of Sc, Ti, V, Mn, Ni and Co.	Particular preference is given to selecting metal compound (F) from compounds of Ti, V, Cr, Mn, Co, Ni, Mg, Al, Nb, W, Mo, Cu and Zn, especially from compounds of Sc, Ti, V, Mn, Ni and Co.	Yes								
160	Dadurch umschliesst der Grundkörper 40 das Mundstück praktisch ab dem oberen Ende des Saugkanals 48, d.h. ab der Verjüngung 480.	As a result, the base body 40 practically encloses the mouthpiece from the upper end of the suction channel 48, i.e. from the taper 480.	As a result, the base body 40 practically surrounds the mouthpiece from the upper end of the suction channel 48, i.e. from the taper 480 .	In this way, the main body 40 encloses the mouthpiece practically from the upper end of the suction channel 48, i.e. from the tapered area 420 .	Yes								
161	Die Drücke in beiden Leitungen sind unterschiedlich groß und werden durch Druckregelventile 54, 55 konstant gehalten.	The pressures in the two lines are different and are kept constant by pressure control valves 54, 55.	The pressures in the two lines are different and are kept constant by pressure control valves 54, 55 .	The pressures in the two leads are of different values and are kept constant by pressure regulating valves 54, 55.	Yes								
162	Jeweils bezogen auf ihre Mitte sind bei der dargestellten Ausführungsform die Mündung 11 und der Düsenschlitz 12 über einen Winkelbereich um die Achse M gegeneinander versetzt, der größer ist als die Winkellänge des Düsenschlitzes 12 und bei der dargestellten Ausführungsform etwa 180° beträgt.	In the illustrated embodiment, the orifice 11 and the nozzle slot 12 are offset from each other relative to their center over an angular range about the axis M that is greater than the angular length of the nozzle slot 12 and is approximately 180° in the illustrated embodiment.	In the illustrated embodiment, the orifice 11 and the nozzle slot 12 are offset relative to one another over an angular range about the axis M, which is greater than the angular length of the nozzle slot 12 and is approximately 180° in the illustrated embodiment.	Referenced to their respective centers, the opening 11 and the nozzle slit 12 in the aspect shown are offset to each other over an angular range around the axis M, which angle is greater than the angular length of the nozzle slit 12 and in the aspect shown is about 180°.	Yes								
163	Der Hörgeräteträger wird also versuchen, dem um AP vom Referenzwert P Ref abweichenden Parameterwert ein weiteres Glied P X hinzuzufügen und einen Zielwert P Ziel zu erreichen, der möglichst nah am ursprünglich eingestellten Referenzwert P Ref liegt.	The hearing aid user will therefore try to add a further element P X to the parameter value that deviates by AP from the reference value P Ref and achieve a target value P Target that is as close as possible to the originally set reference value P Ref.	The hearing aid user will therefore attempt to add a further element P X to the parameter value which deviates by AP from the reference value P Ref and to achieve a desired value P Target which is as close as possible to the originally set reference value P Ref .	The hearing device wearer will thus attempt to add a further element P X to the parameter value deviating from the reference value P Ref by AP, and to achieve a target value P Ziel, which lies as close as possible to the reference value P Ref originally set.	Yes								
164	Es entsteht ein tiefblaues Gel, das noch weitere 2 Stunden bei 80 °C gerührt wird. Danach dampft man das Wasser ab bis eine feste Masse entsteht und trocknet diese 10 Stunden bei 135 °C im Trockenschrank.	The result is a deep blue gel, which is stirred at 80 °C for a further 2 hours. The water is then evaporated until a solid mass is formed and dried for 10 hours at 135 °C in a drying cabinet.	The result is a deep blue gel which is stirred for a further 2 hours at 80° C. The water is then evaporated to form a solid mass and dried for 10 hours at 135° C. in a drying cabinet.	A deep-blue gel is thus obtained, which is stirred for another 2 hours at 80° C. Thereafter the water is removed by evaporation until a solid mass has been formed, and the latter is dried for 10 hours at 135° C. in a drying chamber.	Yes								
165	Zu einer Diskussion des Subfaktors Komplexität innerhalb des Faktors Komponentenqualität und Bauteilqualität und seiner angenommenen Auswirkung auf die Bauteil-Lebensdauer vgl.	For a discussion of the complexity sub-factor within the component quality and part quality factor and its assumed effect on part service life, cf.	For a discussion of the complexity subfactor within the component quality factor and component quality factor and its assumed effect on the component service life, cf.	For a discussion of the sub-factor complexity within the factor component quality and its assumed effect on component lifetime, cf.	Yes								
166	Dieser Ringkanal 137 erstreckt sich in der Axialrichtung 39, vorzugsweise im Wesentlichen über die gesamte Axiallänge oder über die gesamte Axiallänge, des Rotors 22.1.	This annular channel 137 extends in the axial direction 39, preferably essentially over the entire axial length or over the entire axial length of the rotor 22.1.	This annular channel 137 extends in the axial direction 39, preferably substantially over the entire axial length or over the entire axial length of the rotor 22 . 1 .	This annular channel 137 extends in axial direction 39, preferably basically over the total axial length or over the total axial length of the rotor 22 . 1 .	Yes								
167	Hierbei ergibt sich zwar eine geringfügige Welligkeit am inneren Ende des eingespritzten Materials, jedoch ist etwas weniger inneres Material in der Ringfläche und in einem beim Einspritzen entstehenden Angußteil erforderlich, was insbesondere dann von Vorteil ist, wenn das innere Material aus kostspieligerem Material, z.B. Polyamid, als das äußere Material, z.B. Polyethylen, besteht.	Although this results in a slight waviness at the inner end of the injected material, slightly less inner material is required in the annular surface and in a sprue part formed during injection, which is particularly advantageous if the inner material is made of more expensive material, e.g. polyamide, than the outer material, e.g. polyethylene.	Although this results in a slight waviness at the inner end of the injected material, slightly less inner material is required in the annular surface and in a sprue part formed during the injection, which is particularly advantageous if the inner material is made of a more expensive material, for example polyamide, than the outer material, for example polyethylene.	This does result in a slight waviness at the inner end of the injection molded material, however, slightly less inner material is present in the annular surface and in a sprue part created during injection molding. This is of particular advantage if the inner material is of a more expensive material, for example, polyamide, than the outer material, for example, polyethylene.	Yes								
168	Der sich an den Anhängeturm 4 anschließende Rahmen 2 erstreckt sich nach hinten sowie seitlich zur Gerätemitte und trägt die Arbeitswerkzeuge 3, 3', welche beispielsweise als zwei Reihen von Hohlscheiben nebeneinander und versetzt zueinander am Rahmen angeordnet sind.	The frame 2 adjoining the attachment tower 4 extends to the rear and laterally to the center of the appliance and carries the working tools 3, 3', which are arranged on the frame, for example, as two rows of hollow discs next to each other and offset to each other.	The frame 2 adjoining the attachment tower 4 extends to the rear and laterally to the center of the appliance and carries the working tools 3, 3 ′, which are arranged on the frame, for example, as two rows of hollow disks next to one another and offset relative to one another.	The frame 2 adjoining the trailer tower 4 extends to the rear as well as to the side of the implement center and carries the working tools 3, 3 ′, which are arranged, for example, as two rows of concave disks next to one another and offset relative to one another on the frame.	Yes								
169	Von mehrfach vorhandenen Objekten ist in den Figuren jeweils lediglich eines mit einem Bezugszeichen versehen.	Only one of the multiple objects is marked with a reference symbol in the figures.	Only one of the plurality of objects is provided with a reference symbol in the figures.	Where multiple objects are present, only one is shown with a reference character in the figures.	Yes								
170	Während die graphische Darstellung des Fließverhaltens newtonscher Flüssigkeiten bei gegebener Temperatur° eine Gerade ergibt, zeigen sich bei den sogenannten nichtnewtonschen Flüssigkeiten in Abhängigkeit vom jeweiligen Geschwindigkeitsgefälle D (Schergeschwindigkeit Ẏ) bzw. der Schubspannung t oft erhebliche Abweichungen.	While the graphical representation of the flow behavior of Newtonian fluids at a given temperature° results in a straight line, the so-called non-Newtonian fluids often show considerable deviations depending on the respective velocity gradient D (shear rate Ẏ) or the shear stress t.	While the graphical representation of the flow behavior of Newtonian fluids at a given temperature° results in a straight line, the so-called non-Newtonian fluids often exhibit considerable deviations as a function of the respective velocity gradient D (shear rate ) or the shear stress t.	Whilst the graphical representation of the flow behavior of Newtonian liquids at a given temperature produces a straight line, in the case of so-called non-Newtonian liquids considerable deviations often arise, depending on the velocity gradient D (shear rateY) or the shear stress t.	Yes								
171	Es ließen sich zwar auch Sicherheitsvorkehrungen treffen, wie z. B. akustische oder optische Warneinrichtungen, die auf jeden Fall gewährleisten, daß alle Abwasserbehälter eines Zuges vollständig geleert werden, bevor dieser auf die nächste Reise geht. Damit wäre jedoch beträchtlicher zusätzlicher Aufwand verbunden.	Safety precautions could also be taken, such as acoustic or optical warning devices, which ensure that all the waste water tanks on a train are completely emptied before it sets off on its next journey. However, this would involve considerable additional expense.	Safety precautions could also be taken, for example acoustic or optical warning devices, which ensure that all the waste water tanks on a train are completely emptied before it sets off on its next journey, but this would involve considerable additional expense.	Although precautionary measures could also be taken, such as the provision of alarm systems or optical warning devices insuring that all waste water tanks of a train are completely evacuated before it starts on a new journey, this would, however, involve substantial additional efforts.	Yes								
172	Müssten die Verdichter noch länger betrieben werden um die notwendige Temperatur in den Kältezonen zu erreichen, so ist ein zeitlich getrennter Betrieb der beiden Verdichter nicht mehr möglich.	If the compressors had to be operated for longer to reach the required temperature in the cooling zones, it would no longer be possible to operate the two compressors at separate times.	If the compressors had to be operated for longer in order to reach the required temperature in the cooling zones, it would no longer be possible to operate the two compressors at separate times.	If the compressors would have to be operated even longer to reach the required temperature in the refrigeration zones, it is no longer possible to operate the two compressors at different times.	Yes								
173	3 entlang der Linie IV-IV und Fig.	3 along line IV-IV and Fig.	3 along the line IV-IV and FIG.	3 along the line IV--IV; and FIG.	Yes								
174	Figur 11 zeigt den Ausschnitt XI in Figur 10 in einer vergrößerten Darstellung.	Figure 11 shows an enlarged view of the section XI in Figure 10.	FIG. 11 shows an enlarged view of the section XI in FIG. 10 .	FIG. 11 shows section XI in FIG. 10 in an enlarged representation.	Yes								
175	Ozon ist ein starkes Oxidationsmittel für organische Substanzen und für anorganische Verbindungen, welche Elemente mit mehreren Oxidationsstufen enthalten.	Ozone is a strong oxidizing agent for organic substances and for inorganic compounds containing elements with several oxidation states.	Ozone is a strong oxidizing agent for organic substances and for inorganic compounds which contain elements with a plurality of oxidation states.	Ozone is a powerful oxidisation agent for organic substances and inorganic compounds containing elements with several oxidisation degrees.	Yes								
176	In einer weiteren Ausgestaltung der Erfindung ist dem Bedienteil des Drehwählers ein koaxial zum Bedienteil angeordneter Blendeneinsatz als Informationsträger zugeordnet, auf dem zum Beispiel Informationen über die Funktion des Drehwählers und/oder über die den Drehstellungen des Drehwählers zugewiesenen Stellgrößen für den Benutzer angebracht sind.	In a further embodiment of the invention, the operating part of the rotary selector is assigned an aperture insert arranged coaxially to the operating part as an information carrier, on which, for example, information about the function of the rotary selector and/or about the manipulated variables assigned to the rotary positions of the rotary selector is provided for the user.	In a further embodiment of the invention, the operating part of the rotary selector is assigned a cover insert arranged coaxially to the operating part as an information carrier, on which, for example, information about the function of the rotary selector and/or about the manipulated variables associated with the rotary positions of the rotary selector are provided to the user.	In a further configuration of the invention there is associated with the control portion of the rotary selector a plate insert arranged coaxially with respect to the control portion as an information carrier, on which for example there are items of information about the function of the rotary selector and/or about the setting values attributed to the rotary positions of the rotary selector, for the user.	Yes								
177	Auf der Basis dieses berechneten Punkts und aller zuvor berechneten Punkte wird eine neue Zerlegung der gesamten Gitteroberfläche in Dreiecke durchgeführt.	On the basis of this calculated point and all previously calculated points, a new decomposition of the entire grid surface into triangles is carried out.	On the basis of this calculated point and all previously calculated points, a new decomposition of the entire grid surface into triangles is carried out.	Based on this calculated point and all precedingly calculated points, a new decomposition of the whole grid surface into triangles is performed.	No								
178	B. Druckmittelmotore oder Stellmotore usw.) zugeordnet, so daß der Arm 21 in Richtung des Doppelpfeiles 25 gegenüber dem Arm 20 verschwenkt werden kann.	e.g. pressure medium motors or servomotors etc.) so that the arm 21 can be pivoted in the direction of the double arrow 25 relative to the arm 20.	pressure medium motors or servomotors etc.) so that the arm 21 can be pivoted in the direction of the double arrow 25 relative to the arm 20 .	), so that the arm 21 can be swung in the direction of the double arrow 25 with respect to the arm 20.	Yes								
179	Ist ein vorgegebener Lichtweg zwischen Sender und Empfänger vorgesehen, so bedarf der Sensor bei der Inbetriebnahme einer Justierung, damit das Sendelicht den Empfänger in ausreichendem Maße trifft.	If a predefined light path is provided between the transmitter and receiver, the sensor needs to be adjusted during commissioning so that the transmitted light hits the receiver sufficiently.	If a predefined light path is provided between the transmitter and the receiver, the sensor must be adjusted during start-up in such a way that the transmitted light impinges sufficiently on the receiver.	If a preset light path is provided between the transmitter and the receiver, the sensor requires an adjustment on the putting into operation so that the transmitted light is incident on the receiver to a sufficient degree.	Yes								
180	Üblicherweise sind die Reaktanten im Reaktionsgasgemisch durch ein sich im wesentlichen inert verhaltendes Verdünnungsgas verdünnt, dessen Bestandteile unter den Bedingungen der heterogen katalysierten Gasphasenpartialoxidation - jeder Bestandteil für sich betrachte - zu mehr als 95 mol-%, vorzugsweise zu mehr als 99 mol-% chemisch unverändert erhalten bleiben.	Usually, the reactants in the reaction gas mixture are diluted by a substantially inert diluent gas whose components remain chemically unchanged to more than 95 mol%, preferably more than 99 mol%, under the conditions of heterogeneously catalyzed gas-phase partial oxidation - each component considered separately.	Usually, the reactants in the reaction gas mixture are diluted by a substantially inert diluent gas, the components of which remain chemically unchanged to more than 95 mol %, preferably more than 99 mol %, under the conditions of heterogeneously catalyzed gas-phase partial oxidation—each component being considered separately.	Typically, the reactants in the reaction gas mixture are diluted by a diluent gas which behaves essentially inertly, and whose constituents remain chemically unchanged under the conditions of the heterogeneously catalyzed gas phase partial oxidation—each constituent taken alone—to an extent of more than 95 mol %, preferably to an extent of more than 99 mol %.	Yes								
181	Dies erfolgt bevorzugt mit hoher Geschwindigkeit, um dadurch die Taktzeit für das Positionieren und Spannen des ersten Teiles 1 möglichst niedrig zu halten.	This is preferably done at high speed in order to keep the cycle time for positioning and clamping the first part 1 as short as possible.	This is preferably carried out at a high speed in order to keep the cycle time for positioning and clamping the first part 1 as short as possible.	This takes place preferably at high speed, in order to keep the cycle time for the positioning and clamping of the first part 1 as short as possible.	Yes								
182	In einer anderen bevorzugten Ausführungsform des erfindungsgemäßen Vektors codiert die DNA-Sequenz sämtliche C-Domänen eines sekretorischen Antikörpers.	In another preferred embodiment of the vector according to the invention, the DNA sequence encodes all C-domains of a secretory antibody.	In a further preferred embodiment of the vector according to the invention, the DNA sequence codes all C-domains of a secretory antibody.	In another preferred embodiment of the vector according to the invention the DNA sequence encodes all the C domains of a secretory antibody.	Yes								
183	Auch ist es möglich, daß der Betriebsschalter als Druck- oder Teleskopschalter ausgebildet ist und durch teleskopartiges Ineinanderschieben zweier Gehäuseteile der Meßeinheit betätigbar ist.	It is also possible that the operating switch is designed as a pressure or telescopic switch and can be actuated by telescopically sliding two housing parts of the measuring unit into one another.	It is also possible for the actuating switch to be designed as a pressure switch or as a telescopic switch and to be actuated by telescopically sliding two housing parts of the measuring unit into one another.	Also, it is possible that the operating switch may be formed as a pressure switch or telescopic switch and that it is actuated by telescopic-type relative displacement of two parts of the housing of the measuring instrument.	Yes								
184	Lichtstrahlen L der Lichtquelle 4 treffen auf das Objekt O, das an verschiedenen Positionen P1 und P2 vorliegen kann, und werden als reflektierte Lichtstrahlen L' zurückgeworfen.	Light rays L from the light source 4 hit the object O, which can be present at different positions P1 and P2, and are reflected back as reflected light rays L'.	Light beams L from the light source 4 impinge on the object O, which can be present at different positions P 1 and P 2, and are reflected back as reflected light beams L′.	Light beams L from the light source 4 are incident on the object O, which may be present at various positions P 1 and P 2, and are cast back as reflected light beams L′.	Yes								
185	Der Zwischenraum zwischen der Interdigitalstruktur 54 und dieser Reflektorstruktur 60 ist erfindungsgemäß mit einem Kollektiv 200 ausgefüllt, das aus streifenförmigen Belegungen 205 besteht.	According to the invention, the space between the interdigital structure 54 and this reflector structure 60 is filled with a collective 200 comprising strip-shaped occupancies 205.	According to the invention, the intermediate space between the interdigital structure 54 and this reflector structure 60 is filled with a collective 200 comprising strip-shaped spaces 205 .	The clearance between the interdigital structure 54 and this reflector structure 60 is filled with a group 200 in accordance with the invention, this group 200 being formed of strip-shaped coatings 205.	Yes								
186	Die Verbindungsbereiche 48 umgeben die Aufnahmen 34 vollständig.	The connecting areas 48 completely surround the receptacles 34.	The connecting regions 48 completely surround the receptacles 34 .	The connecting regions 48 surround the receptacles 34 completely.	Yes								
187	Auf dem Siebzwischenboden 2, 3 liegt die aus Zinkpartikeln bestehende Füllung F des Aufnahmebehälters 1 auf.	The filling F of the receptacle 1, consisting of zinc particles, rests on the intermediate sieve bottom 2, 3.	The filling F of the receptacle 1, consisting of zinc particles, rests on the intermediate screen bottom 2, 3 .	The filling F of the container 1 consisting of zinc particles is placed on the intermediate screen floor 2, 3.	Yes								
188	Dabei ist insbesondere vorgesehen, dass während der Verbindung zu den jeweiligen Funkzellen noch keine kostenpflichtige Daten oder Informationenübertragung zustande kommt und erfolgt.	In particular, it is intended that during the connection to the respective radio cells, no chargeable data or information transmission is established or takes place.	In particular, it is provided that during the connection to the respective radio cells, no chargeable data or information transmission is established or takes place.	It is provided in particular, here, that during the connection to the particular radio cells, no chargeable data or information transmission is yet engaged in and takes place.	Yes								
189	Dies kann in einigen Ausführungsbeispielen vorteilhaft verwendet werden, um die Sicherheitseinrichtung zu deaktivieren (Muting), damit das Oberwerkzeug 20 die Arbeitsbewegung trotz Unterbrechen der Überwachungsstrahlen durch das Werkstück 30 vollenden kann.	In some embodiments, this can be used advantageously to deactivate the safety device (muting) so that the upper tool 20 can complete the working movement despite interruption of the monitoring beams by the workpiece 30.	In some embodiments, this can advantageously be used to deactivate the safety device (muting), so that the upper tool 20 can complete the working movement despite the interruption of the monitoring beams by the workpiece 30 .	This can be advantageously used in some embodiments to deactivate the safety device (muting), so that the upper tool 20 can complete the working movement despite the monitoring beams being interrupted by the workpiece 30 .	Yes								
190	Als Diepoxide werden Polyglycidylester sowie bevorzugt Polyglycidylether von Polyphenolen (Epoxidharze), insbesondere auf Basis von Bisphenol A, eingesetzt.	Polyglycidyl esters and preferably polyglycidyl ethers of polyphenols (epoxy resins), particularly those based on bisphenol A, are used as diepoxides.	Polyglycidyl esters and preferably polyglycidyl ethers of polyphenols (epoxy resins), in particular those based on bisphenol A, are used as diepoxides.	Polyglycidyl esters and, preferably polyglycidyl ethers of polyphenols (epoxy resins), particularly those based on bisphenol A, are used as the diepoxides.	Yes								
191	Fig. 9 zeigt zwei Wicklungsabschnitte 5.3 und 5.4 der rechten Wicklung 5 und die zugehörigen beiden Wicklungsabschnitte 26.3 und 26.4 der linken Wicklung 26 des Langstator-Linearmotors.	Fig. 9 shows two winding sections 5.3 and 5.4 of the right-hand winding 5 and the corresponding two winding sections 26.3 and 26.4 of the left-hand winding 26 of the long-stator linear motor.	FIG. 9 shows two winding sections 5 . 3 and 5 . 4 of the right-hand winding 5 and the corresponding two winding sections 26 . 3 and 26 . 4 of the left-hand winding 26 of the long stator linear motor.	FIG. 9 shows two winding sections 5 . 3 and 5 . 4 of the right winding 5 and the associated two winding sections 26 . 3 and 26 . 4 of the left winding 26 of the long stator linear motor.	Yes								
192	Idealerweise geschieht dies indem die Unruhebrücke eines konventionellen mechanischen Uhrwerks mitsamt der Unruhe und der Spiralfeder ausgetauscht wird.	Ideally, this is done by replacing the balance bridge of a conventional mechanical movement together with the balance and hairspring.	Ideally, this is done by replacing the balance bridge of a conventional mechanical movement together with the balance and the hair spring.	Ideally, this occurs by replacing the balance bridge of a conventional mechanical clockwork movement including the balance and the spiral hairspring.	Yes								
193	Elementares Kupfer wurde zusammen mit einer Cu-Co-Vorlegierung erschmolzen.	Elemental copper was melted together with a Cu-Co master alloy.	Elemental copper was melted together with a Cu—Co master alloy.	Elementary copper was melted together with a Cu-Co- key-alloy.	Yes								
194	Eine Photoresistlösung wird aus 80 Teilen Poly-(p-hydroxystyrol), 6 Teilen Diphenyljodoniumhexafluorophosphat (kommerzielles Produkt der Fa. ALFA), 14 Teilen Methylmeldrumsäure und 250 Teilen Ethylenglykol-monomethyletheracetat hergestellt.	A photoresist solution is prepared from 80 parts poly(p-hydroxystyrene), 6 parts diphenyl iodonium hexafluorophosphate (commercial product from ALFA), 14 parts methyl meldtrum acid and 250 parts ethylene glycol monomethyl ether acetate.	A photoresist solution is prepared from 80 parts of poly(p-hydroxystyrene), 6 parts of diphenyliodonium hexafluorophosphate (commercial product from ALFA), 14 parts of methyl meldtrum acid and 250 parts of ethylene glycol monomethyl ether acetate.	A photoresist solution is prepared from 80 parts of poly-(p-hydroxystyrene), 6 parts of diphenyliodonium hexafluorophosphate (a commercial product from ALFA), 14 parts of methylmeldrum acid ##STR12## and 250 parts of ethylene glycol monomethyl ether acetate.	Yes								
195	Eine akustische Kupplung kann z.B. unter Ausnutzung des Piezo-Ultraschallprinzips erfolgen.	Acoustic coupling can be achieved using the piezo ultrasonic principle, for example.	Acoustic coupling can be achieved, for example, using the piezo-ultrasonic principle.	An acoustic coupling can be undertaken for example by exploiting the piezo ultrasound principle.	Yes								
196	Das Verfahren zur Herstellung der erfindungsgemäßen neuen O/W-Emulgatoren wird anhand der folgenden Beispiele näher erläutert:	The process for producing the new O/W emulsifiers according to the invention is explained in more detail with reference to the following examples:	The process for the preparation of the novel O/W emulsifiers according to the invention is explained in more detail with reference to the following examples:	The process for the preparation of the novel O/W emulsifiers according to the invention is illustrated in more detail with the aid of the following examples:	Yes								
